date,consumption
2010-10-01 00:00:00,23.98581284
2010-11-01 00:00:00,106.2228854
2010-12-01 00:00:00,102.7963408
2011-01-01 00:00:00,106.2228854
2011-02-01 00:00:00,63.62432595
2011-03-01 00:00:00,60.94373764
2011-04-01 00:00:00,67.47342382
2011-05-01 00:00:00,61.74899886
2011-06-01 00:00:00,63.54543275
2011-07-01 00:00:00,61.49558008
2011-08-01 00:00:00,77.09373828
2011-09-01 00:00:00,80.06024715
2011-10-01 00:00:00,77.47765854
2011-11-01 00:00:00,122.2965744
2011-12-01 00:00:00,142.1160737
2012-01-01 00:00:00,146.8532761
2012-02-01 00:00:00,130.7912758
2012-03-01 00:00:00,130.32932
2012-04-01 00:00:00,144.2931757
2012-05-01 00:00:00,249.1220714
2012-06-01 00:00:00,274.831212
2012-07-01 00:00:00,265.965689
2012-08-01 00:00:00,280.221972
2012-09-01 00:00:00,290.6149539
2012-10-01 00:00:00,281.2402779
2012-11-01 00:00:00,219.219973
2012-12-01 00:00:00,212.5720662
2013-01-01 00:00:00,219.6578017
2013-02-01 00:00:00,188.9109436
2013-03-01 00:00:00,187.1823204
2013-04-01 00:00:00,207.2375691
2013-05-01 00:00:00,204.5754227
2013-06-01 00:00:00,222.8264481
2013-07-01 00:00:00,215.6384982
2013-08-01 00:00:00,214.2637487
2013-09-01 00:00:00,218.5647247
2013-10-01 00:00:00,211.5142497
2013-11-01 00:00:00,152.2407288
2013-12-01 00:00:00,99.60772262
2014-01-01 00:00:00,102.92798
2014-02-01 00:00:00,101.0498927
2014-03-01 00:00:00,103.7574413
2014-04-01 00:00:00,114.87431
2014-05-01 00:00:00,225.9306529
2014-06-01 00:00:00,368.9900914
2014-07-01 00:00:00,357.0871853
2014-08-01 00:00:00,315.6795415
2014-09-01 00:00:00,272.3067455
2014-10-01 00:00:00,263.522657
2014-11-01 00:00:00,203.0602275
2014-12-01 00:00:00,160.1659751
2015-01-01 00:00:00,165.5048409
2015-02-01 00:00:00,165.5048409
2015-03-01 00:00:00,380.1816389
2015-04-01 00:00:00,409.0936116
2015-05-01 00:00:00,395.8970435
2015-06-01 00:00:00,350.7694774
2015-07-01 00:00:00,337.4842224
2015-08-01 00:00:00,348.7336964
2015-09-01 00:00:00,347.9456902
2015-10-01 00:00:00,338.5915336
2015-11-01 00:00:00,103.1234848
2015-12-01 00:00:00,18.33201313
2016-01-01 00:00:00,18.94308023
2016-02-01 00:00:00,30.50742847
2016-03-01 00:00:00,34.16384702
2016-04-01 00:00:00,37.8242592
2016-05-01 00:00:00,44.95773619
2016-06-01 00:00:00,51.45384056
2016-07-01 00:00:00,49.79403925
2016-08-01 00:00:00,55.3759393
2016-09-01 00:00:00,57.42069924
2016-10-01 00:00:00,51.74092377
2016-11-01 00:00:00,27.75761419
2016-12-01 00:00:00,26.86220729
2017-01-01 00:00:00,26.33055715
2017-02-01 00:00:00,19.43498752
2017-03-01 00:00:00,17.55418227
2017-04-01 00:00:00,19.43498752
2017-05-01 00:00:00,43.04067219
2017-06-01 00:00:00,46.26395939
2017-07-01 00:00:00,44.7715736
2017-08-01 00:00:00,96.98066999
2017-09-01 00:00:00,119.8313225
2017-10-01 00:00:00,115.9657959
2017-11-01 00:00:00,46.97709532
2017-12-01 00:00:00,46.19096656
2018-01-01 00:00:00,44.56487187
2018-02-01 00:00:00,35.12843157
2018-03-01 00:00:00,31.72890594
2018-04-01 00:00:00,38.15222612
2018-05-01 00:00:00,86.78709903
2018-06-01 00:00:00,89.68000233
2018-07-01 00:00:00,86.9068466
2018-08-01 00:00:00,90.91739395
2018-09-01 00:00:00,90.91739395
2018-10-01 00:00:00,87.98457479
2018-11-01 00:00:00,22.77450605
2018-12-01 00:00:00,18.78763082
2019-01-01 00:00:00,19.41388518
2019-02-01 00:00:00,15.14770828
2019-03-01 00:00:00,15.16673269
2019-04-01 00:00:00,16.79173976
2019-05-01 00:00:00,17.65392483
2019-06-01 00:00:00,18.34600679
2019-07-01 00:00:00,27.94479846
2019-08-01 00:00:00,70.99743151
2019-09-01 00:00:00,70.99743151
2019-10-01 00:00:00,66.48816865
2019-11-01 00:00:00,57.23948812
2019-12-01 00:00:00,55.39305302
2020-01-01 00:00:00,57.23948812
2020-02-01 00:00:00,32.48134535
2020-03-01 00:00:00,21.29847868
2020-04-01 00:00:00,23.58045854
2020-05-01 00:00:00,83.92819201
2020-06-01 00:00:00,21.8529708
2020-07-01 00:00:00,21.14803625
2020-08-01 00:00:00,49.87149449
2020-09-01 00:00:00,68.71756055
2020-10-01 00:00:00,66.50086505
2020-11-01 00:00:00,50.92614179
2020-12-01 00:00:00,44.23748545
2021-01-01 00:00:00,43.99053248
2021-02-01 00:00:00,43.16022099
2021-03-01 00:00:00,38.98342541
2021-04-01 00:00:00,40.42512453
2021-05-01 00:00:00,42.50946458
2021-06-01 00:00:00,43.92644673
2021-07-01 00:00:00,42.82123106
2021-08-01 00:00:00,48.75882731
2021-09-01 00:00:00,48.75882731
2021-10-01 00:00:00,47.40183487
2021-11-01 00:00:00,55.45088908
2021-12-01 00:00:00,53.66215072
2022-01-01 00:00:00,55.45088908
2022-02-01 00:00:00,45.74699485
2022-03-01 00:00:00,47.44132799
2022-04-01 00:00:00,48.9247387
2022-05-01 00:00:00,44.50232137
2022-06-01 00:00:00,45.98573208
2022-07-01 00:00:00,37.08526781
