date,consumption
2010-12-01 00:00:00,162.5998468
2011-01-01 00:00:00,252.0297626
2011-02-01 00:00:00,252.0297626
2011-03-01 00:00:00,153.7998368
2011-04-01 00:00:00,105.024608
2011-05-01 00:00:00,101.6367174
2011-06-01 00:00:00,46.87391594
2011-07-01 00:00:00,34.62596408
2011-08-01 00:00:00,35.78016288
2011-09-01 00:00:00,35.78016288
2011-10-01 00:00:00,34.62596408
2011-11-01 00:00:00,35.78016288
2011-12-01 00:00:00,53.24310599
2012-01-01 00:00:00,62.0134083
2012-02-01 00:00:00,62.0134083
2012-03-01 00:00:00,80.49996315
2012-04-01 00:00:00,92.25610395
2012-05-01 00:00:00,89.2801006
2012-06-01 00:00:00,70.42727882
2012-07-01 00:00:00,61.26218574
2012-08-01 00:00:00,63.30425859
2012-09-01 00:00:00,47.46523858
2012-10-01 00:00:00,31.1362878
2012-11-01 00:00:00,32.08934895
2012-12-01 00:00:00,39.20742007
2013-01-01 00:00:00,48.93931919
2013-02-01 00:00:00,48.93931919
2013-03-01 00:00:00,45.24047521
2013-04-01 00:00:00,32.50810811
2013-05-01 00:00:00,31.45945946
2013-06-01 00:00:00,29.76461083
2013-07-01 00:00:00,24.99745961
2013-08-01 00:00:00,25.83070826
2013-09-01 00:00:00,25.83070826
2013-10-01 00:00:00,64.00257538
2013-11-01 00:00:00,69.01494358
2013-12-01 00:00:00,66.78865508
2014-01-01 00:00:00,80.15287729
2014-02-01 00:00:00,87.84634761
2014-03-01 00:00:00,81.67146517
2014-04-01 00:00:00,36.05884365
2014-05-01 00:00:00,34.89565515
2014-06-01 00:00:00,36.05884365
2014-07-01 00:00:00,34.89565515
2014-08-01 00:00:00,36.05884365
2014-09-01 00:00:00,54.02605867
2014-10-01 00:00:00,95.77643122
2014-11-01 00:00:00,98.96897893
2014-12-01 00:00:00,95.77643122
2015-01-01 00:00:00,77.18329399
2015-02-01 00:00:00,73.90866353
2015-03-01 00:00:00,66.75621222
2015-04-01 00:00:00,32.42353098
2015-05-01 00:00:00,23.63299351
2015-06-01 00:00:00,24.42075996
2015-07-01 00:00:00,22.18197152
2015-08-01 00:00:00,22.86966749
2015-09-01 00:00:00,22.86966749
2015-10-01 00:00:00,36.76865901
2015-11-01 00:00:00,39.07461051
2015-12-01 00:00:00,37.8141392
2016-01-01 00:00:00,39.07461051
2016-02-01 00:00:00,39.07461051
2016-03-01 00:00:00,35.29319659
2016-04-01 00:00:00,39.07461051
2016-05-01 00:00:00,37.8141392
2016-06-01 00:00:00,20.76707937
2016-07-01 00:00:00,8.214285714
2016-08-01 00:00:00,8.488095238
2016-09-01 00:00:00,90.65507651
2016-10-01 00:00:00,97.02699341
2016-11-01 00:00:00,100.2612265
2016-12-01 00:00:00,51.6437954
2017-01-01 00:00:00,48.15459177
2017-02-01 00:00:00,48.15459177
2017-03-01 00:00:00,43.49446999
2017-04-01 00:00:00,48.15459177
2017-05-01 00:00:00,46.60121785
2017-06-01 00:00:00,48.15459177
2017-07-01 00:00:00,46.60121785
2017-08-01 00:00:00,44.90331643
2017-09-01 00:00:00,46.33959371
2017-10-01 00:00:00,44.84476811
2017-11-01 00:00:00,73.3665983
2017-12-01 00:00:00,101.1259977
2018-01-01 00:00:00,104.4968643
2018-02-01 00:00:00,104.4968643
2018-03-01 00:00:00,94.38426454
2018-04-01 00:00:00,138.1435101
2018-05-01 00:00:00,146.0019743
2018-06-01 00:00:00,150.8687068
2018-07-01 00:00:00,180.5568672
2018-08-01 00:00:00,210.3799112
2018-09-01 00:00:00,210.3799112
2018-10-01 00:00:00,130.26378
2018-11-01 00:00:00,84.08990257
2018-12-01 00:00:00,81.37732507
2019-01-01 00:00:00,72.24834354
2019-02-01 00:00:00,69.9399812
2019-03-01 00:00:00,63.17159592
2019-04-01 00:00:00,69.9399812
2019-05-01 00:00:00,65.70411977
2019-06-01 00:00:00,39.25411969
2019-07-01 00:00:00,37.98785776
2019-08-01 00:00:00,39.25411969
2019-09-01 00:00:00,73.4608619
2019-10-01 00:00:00,160.452078
2019-11-01 00:00:00,165.8004806
2019-12-01 00:00:00,160.452078
2020-01-01 00:00:00,200.0367438
2020-02-01 00:00:00,227.1567126
2020-03-01 00:00:00,205.1738049
2020-04-01 00:00:00,227.1567126
2020-05-01 00:00:00,219.8290767
2020-06-01 00:00:00,227.1567126
2020-07-01 00:00:00,219.8290767
2020-08-01 00:00:00,227.1567126
2020-09-01 00:00:00,227.1567126
2020-10-01 00:00:00,219.8290767
2020-11-01 00:00:00,227.1567126
2020-12-01 00:00:00,219.8290767
2021-01-01 00:00:00,227.1567126
2021-02-01 00:00:00,227.1567126
2021-03-01 00:00:00,205.1738049
2021-04-01 00:00:00,227.1567126
2021-05-01 00:00:00,219.8290767
2021-06-01 00:00:00,227.1567126
2021-07-01 00:00:00,219.8290767
2021-08-01 00:00:00,227.1567126
2021-09-01 00:00:00,58.62108712
