Value,isCovid,isHoliday,isChristmas,isWeekday,isSummer,Date
1.22,0,0,0,1,0,2019-10-16 00:00:00
1.55,0,0,0,1,0,2019-10-17 00:00:00
1.73,0,0,0,1,0,2019-10-18 00:00:00
1.66,0,0,0,0,0,2019-10-19 00:00:00
1.11,0,0,0,0,0,2019-10-20 00:00:00
1.2,0,0,0,1,0,2019-10-21 00:00:00
1.72,0,0,0,1,0,2019-10-22 00:00:00
1.69,0,0,0,1,0,2019-10-23 00:00:00
1.68,0,0,0,1,0,2019-10-24 00:00:00
1.56,0,0,0,1,0,2019-10-25 00:00:00
1.28,0,0,0,0,0,2019-10-26 00:00:00
1.1,0,0,0,0,0,2019-10-27 00:00:00
1.16,0,1,0,1,0,2019-10-28 00:00:00
1.13,0,0,0,1,0,2019-10-29 00:00:00
1.66,0,0,0,1,0,2019-10-30 00:00:00
1.69,0,0,0,1,0,2019-10-31 00:00:00
1.71,0,0,0,1,0,2019-11-01 00:00:00
1.8,0,0,0,0,0,2019-11-02 00:00:00
1.1,0,0,0,0,0,2019-11-03 00:00:00
1.17,0,0,0,1,0,2019-11-04 00:00:00
2.24,0,0,0,1,0,2019-11-05 00:00:00
1.67,0,0,0,1,0,2019-11-06 00:00:00
1.55,0,0,0,1,0,2019-11-07 00:00:00
1.25,0,0,0,1,0,2019-11-08 00:00:00
1.71,0,0,0,0,0,2019-11-09 00:00:00
2.55,0,0,0,0,0,2019-11-10 00:00:00
2.83,0,0,0,1,0,2019-11-11 00:00:00
1.68,0,0,0,1,0,2019-11-12 00:00:00
1.89,0,0,0,1,0,2019-11-13 00:00:00
1.6,0,0,0,1,0,2019-11-14 00:00:00
1.77,0,0,0,1,0,2019-11-15 00:00:00
1.23999999999999,0,0,0,0,0,2019-11-16 00:00:00
1.03,0,0,0,0,0,2019-11-17 00:00:00
1.1,0,0,0,1,0,2019-11-18 00:00:00
1.91,0,0,0,1,0,2019-11-19 00:00:00
1.76,0,0,0,1,0,2019-11-20 00:00:00
3.05,0,0,0,1,0,2019-11-21 00:00:00
1.4,0,0,0,1,0,2019-11-22 00:00:00
3.06,0,0,0,0,0,2019-11-23 00:00:00
3.06,0,0,0,0,0,2019-11-24 00:00:00
3.13,0,0,0,1,0,2019-11-25 00:00:00
3.66,0,0,0,1,0,2019-11-26 00:00:00
3.58000000000001,0,0,0,1,0,2019-11-27 00:00:00
3.14999999999999,0,0,0,1,0,2019-11-28 00:00:00
2.84,0,0,0,1,0,2019-11-29 00:00:00
2.92999999999999,0,0,0,0,0,2019-11-30 00:00:00
1.90000000000001,0,0,1,0,0,2019-12-01 00:00:00
1.93000000000001,0,0,1,1,0,2019-12-02 00:00:00
2.44999999999999,0,0,1,1,0,2019-12-03 00:00:00
3.86,0,0,1,1,0,2019-12-04 00:00:00
6.40000000000001,0,0,1,1,0,2019-12-05 00:00:00
6.3,0,0,1,1,0,2019-12-06 00:00:00
5.57000000000001,0,0,1,0,0,2019-12-07 00:00:00
5.38,0,0,1,0,0,2019-12-08 00:00:00
5.45,0,0,1,1,0,2019-12-09 00:00:00
6.35999999999999,0,0,1,1,0,2019-12-10 00:00:00
5.94000000000003,0,0,1,1,0,2019-12-11 00:00:00
6.23999999999998,0,0,1,1,0,2019-12-12 00:00:00
6.24000000000001,0,0,1,1,0,2019-12-13 00:00:00
6.16,0,0,1,0,0,2019-12-14 00:00:00
5.52000000000001,0,0,1,0,0,2019-12-15 00:00:00
5.56,0,0,1,1,0,2019-12-16 00:00:00
6.38999999999999,0,0,1,1,0,2019-12-17 00:00:00
6.25,0,0,1,1,0,2019-12-18 00:00:00
6.22999999999999,0,0,1,1,0,2019-12-19 00:00:00
