Value,isCovid,isHoliday,isChristmas,isWeekday,isSummer,Date
1.27,0,0,0,1,0,2019-10-30 00:00:00
3.31,0,0,0,1,0,2019-10-31 00:00:00
3.93,0,0,0,1,0,2019-11-01 00:00:00
3.98,0,0,0,0,0,2019-11-02 00:00:00
1.4,0,0,0,0,0,2019-11-03 00:00:00
1.44,0,0,0,1,0,2019-11-04 00:00:00
3.59,0,0,0,1,0,2019-11-05 00:00:00
3.51,0,0,0,1,0,2019-11-06 00:00:00
3.53,0,0,0,1,0,2019-11-07 00:00:00
4.04,0,0,0,1,0,2019-11-08 00:00:00
4.44,0,0,0,0,0,2019-11-09 00:00:00
1.51,0,0,0,0,0,2019-11-10 00:00:00
1.65,0,0,0,1,0,2019-11-11 00:00:00
3.7,0,0,0,1,0,2019-11-12 00:00:00
3.45,0,0,0,1,0,2019-11-13 00:00:00
3.45,0,0,0,1,0,2019-11-14 00:00:00
3.97,0,0,0,1,0,2019-11-15 00:00:00
2.75,0,0,0,0,0,2019-11-16 00:00:00
1.86,0,0,0,0,0,2019-11-17 00:00:00
1.85,0,0,0,1,0,2019-11-18 00:00:00
3.66,0,0,0,1,0,2019-11-19 00:00:00
4.14000000000001,0,0,0,1,0,2019-11-20 00:00:00
3.69999999999999,0,0,0,1,0,2019-11-21 00:00:00
3.67,0,0,0,1,0,2019-11-22 00:00:00
3.75,0,0,0,0,0,2019-11-23 00:00:00
1.56,0,0,0,0,0,2019-11-24 00:00:00
1.49000000000001,0,0,0,1,0,2019-11-25 00:00:00
3.20999999999999,0,0,0,1,0,2019-11-26 00:00:00
4.44,0,0,0,1,0,2019-11-27 00:00:00
3.72,0,0,0,1,0,2019-11-28 00:00:00
4.12,0,0,0,1,0,2019-11-29 00:00:00
3.89999999999999,0,0,0,0,0,2019-11-30 00:00:00
2.26000000000001,0,0,1,0,0,2019-12-01 00:00:00
1.77,0,0,1,1,0,2019-12-02 00:00:00
4.04000000000001,0,0,1,1,0,2019-12-03 00:00:00
4.23999999999999,0,0,1,1,0,2019-12-04 00:00:00
4.15000000000001,0,0,1,1,0,2019-12-05 00:00:00
4.61,0,0,1,1,0,2019-12-06 00:00:00
4.20999999999999,0,0,1,0,0,2019-12-07 00:00:00
3.52000000000001,0,0,1,0,0,2019-12-08 00:00:00
2.72,0,0,1,1,0,2019-12-09 00:00:00
4.84,0,0,1,1,0,2019-12-10 00:00:00
4.75,0,0,1,1,0,2019-12-11 00:00:00
4.38,0,0,1,1,0,2019-12-12 00:00:00
5.13,0,0,1,1,0,2019-12-13 00:00:00
7.69,0,0,1,0,0,2019-12-14 00:00:00
7.96000000000001,0,0,1,0,0,2019-12-15 00:00:00
7.75999999999999,0,0,1,1,0,2019-12-16 00:00:00
7.30000000000001,0,0,1,1,0,2019-12-17 00:00:00
2.60999999999999,0,0,1,1,0,2019-12-18 00:00:00
2.77000000000001,0,0,1,1,0,2019-12-19 00:00:00
4.90000000000001,0,0,1,1,0,2019-12-20 00:00:00
5.19999999999999,0,0,1,0,0,2019-12-21 00:00:00
2.17000000000002,0,0,1,0,0,2019-12-22 00:00:00
2.28,0,0,1,1,0,2019-12-23 00:00:00
5.10999999999999,0,0,1,1,0,2019-12-24 00:00:00
2.00999999999999,0,1,1,1,0,2019-12-25 00:00:00
2.0,0,1,1,1,0,2019-12-26 00:00:00
2.17000000000002,0,0,1,1,0,2019-12-27 00:00:00
2.28,0,0,1,0,0,2019-12-28 00:00:00
1.97,0,0,1,0,0,2019-12-29 00:00:00
1.96000000000001,0,0,1,1,0,2019-12-30 00:00:00
2.19,0,0,1,1,0,2019-12-31 00:00:00
1.78999999999999,0,1,1,1,0,2020-01-01 00:00:00
1.75,0,0,1,1,0,2020-01-02 00:00:00
1.90000000000001,0,0,1,1,0,2020-01-03 00:00:00
1.81,0,0,1,0,0,2020-01-04 00:00:00
2.25,0,0,1,0,0,2020-01-05 00:00:00
1.79999999999998,0,1,1,1,0,2020-01-06 00:00:00
1.97,0,0,1,1,0,2020-01-07 00:00:00
1.94,0,0,0,1,0,2020-01-08 00:00:00
4.92000000000002,0,0,0,1,0,2020-01-09 00:00:00
4.88999999999999,0,0,0,1,0,2020-01-10 00:00:00
4.11000000000001,0,0,0,0,0,2020-01-11 00:00:00
2.03999999999999,0,0,0,0,0,2020-01-12 00:00:00
2.0,0,0,0,1,0,2020-01-13 00:00:00
4.19,0,0,0,1,0,2020-01-14 00:00:00
4.51999999999998,0,0,0,1,0,2020-01-15 00:00:00
4.69,0,0,0,1,0,2020-01-16 00:00:00
4.81,0,0,0,1,0,2020-01-17 00:00:00
5.65000000000003,0,0,0,0,0,2020-01-18 00:00:00
1.96999999999997,0,0,0,0,0,2020-01-19 00:00:00
1.94,0,0,0,1,0,2020-01-20 00:00:00
4.09000000000003,0,0,0,1,0,2020-01-21 00:00:00
4.71999999999997,0,0,0,1,0,2020-01-22 00:00:00
4.61000000000001,0,0,0,1,0,2020-01-23 00:00:00
4.10000000000002,0,0,0,1,0,2020-01-24 00:00:00
4.56999999999999,0,0,0,0,0,2020-01-25 00:00:00
