Value,isCovid,isHoliday,isChristmas,isWeekday,isSummer,Date
8.53,0,0,0,1,0,2019-01-25 00:00:00
6.82,0,0,0,0,0,2019-01-26 00:00:00
4.53,0,0,0,0,0,2019-01-27 00:00:00
3.78,0,0,0,1,0,2019-01-28 00:00:00
8.52,0,0,0,1,0,2019-01-29 00:00:00
8.32,0,0,0,1,0,2019-01-30 00:00:00
4.85,0,0,0,1,0,2019-01-31 00:00:00
7.52,0,0,0,1,0,2019-02-01 00:00:00
7.0,0,0,0,0,0,2019-02-02 00:00:00
4.34999999999999,0,0,0,0,0,2019-02-03 00:00:00
3.66000000000001,0,0,0,1,0,2019-02-04 00:00:00
9.92999999999999,0,0,0,1,0,2019-02-05 00:00:00
9.67,0,0,0,1,0,2019-02-06 00:00:00
10.12,0,0,0,1,0,2019-02-07 00:00:00
9.72,0,0,0,1,0,2019-02-08 00:00:00
9.58,0,0,0,0,0,2019-02-09 00:00:00
5.05,0,0,0,0,0,2019-02-10 00:00:00
5.02,0,0,0,1,0,2019-02-11 00:00:00
8.75,0,0,0,1,0,2019-02-12 00:00:00
10.51,0,0,0,1,0,2019-02-13 06:15:00
7.79999999999998,0,0,0,1,0,2019-02-14 00:00:00
10.04,0,0,0,1,0,2019-02-15 00:00:00
9.41000000000003,0,0,0,0,0,2019-02-16 00:00:00
5.32999999999998,0,0,0,0,0,2019-02-17 00:00:00
7.13,0,0,0,1,0,2019-02-18 00:00:00
8.29000000000002,0,0,0,1,0,2019-02-19 00:00:00
9.31999999999999,0,0,0,1,0,2019-02-20 00:00:00
7.25,0,0,0,1,0,2019-02-21 00:00:00
5.59,0,0,0,1,0,2019-02-22 00:00:00
7.0,0,0,0,0,0,2019-02-23 00:00:00
3.47,0,0,0,0,0,2019-02-24 00:00:00
3.41999999999999,0,0,0,1,0,2019-02-25 00:00:00
7.34999999999999,0,0,0,1,0,2019-02-26 00:00:00
9.17000000000002,0,0,0,1,0,2019-02-27 00:00:00
8.09,0,0,0,1,0,2019-02-28 00:00:00
9.11000000000001,0,0,0,1,0,2019-03-01 00:00:00
9.47999999999996,0,0,0,0,0,2019-03-02 00:00:00
4.59000000000003,0,0,0,0,0,2019-03-03 00:00:00
