Value,isCovid,isHoliday,isChristmas,isWeekday,isSummer,Date
1.09,0,0,0,0,1,2019-08-04 00:00:00
1.15,0,0,0,1,1,2019-08-05 00:00:00
1.95,0,0,0,1,1,2019-08-06 00:00:00
2.08,0,0,0,1,1,2019-08-07 00:00:00
1.13,0,0,0,1,1,2019-08-08 00:00:00
1.84,0,0,0,1,1,2019-08-09 00:00:00
2.01,0,0,0,0,1,2019-08-10 00:00:00
0.98,0,0,0,0,1,2019-08-11 00:00:00
1.29,0,0,0,1,1,2019-08-12 00:00:00
1.68,0,0,0,1,1,2019-08-13 00:00:00
2.02,0,0,0,1,1,2019-08-14 00:00:00
1.29,0,1,0,1,1,2019-08-15 00:00:00
1.18,0,0,0,1,1,2019-08-16 00:00:00
1.14,0,0,0,0,1,2019-08-17 00:00:00
1.18,0,0,0,0,1,2019-08-18 00:00:00
1.13,0,0,0,1,1,2019-08-19 00:00:00
2.52,0,0,0,1,1,2019-08-20 00:00:00
1.82,0,0,0,1,1,2019-08-21 00:00:00
1.17,0,0,0,1,1,2019-08-22 00:00:00
1.17,0,0,0,1,1,2019-08-23 00:00:00
1.85,0,0,0,0,1,2019-08-24 00:00:00
1.14,0,0,0,0,1,2019-08-25 00:00:00
0.979999999999997,0,0,0,1,1,2019-08-26 00:00:00
3.58,0,0,0,1,1,2019-08-27 00:00:00
2.82,0,0,0,1,1,2019-08-28 00:00:00
1.08000000000001,0,0,0,1,1,2019-08-29 00:00:00
1.13,0,0,0,1,1,2019-08-30 00:00:00
1.22,0,0,0,0,1,2019-08-31 00:00:00
1.78,0,0,0,0,1,2019-09-01 00:00:00
1.21,0,0,0,1,1,2019-09-02 00:00:00
4.23,0,0,0,1,1,2019-09-03 00:00:00
4.27999999999999,0,0,0,1,1,2019-09-04 00:00:00
4.5,0,0,0,1,1,2019-09-05 00:00:00
2.25,0,0,0,1,1,2019-09-06 00:00:00
2.17,0,0,0,0,1,2019-09-07 00:00:00
1.10000000000001,0,0,0,0,1,2019-09-08 00:00:00
1.03999999999999,0,0,0,1,1,2019-09-09 00:00:00
2.2,0,0,0,1,1,2019-09-10 00:00:00
3.86,0,0,0,1,0,2019-09-11 00:00:00
1.28,0,0,0,1,0,2019-09-12 00:00:00
2.47,0,0,0,1,0,2019-09-13 00:00:00
3.01000000000001,0,0,0,0,0,2019-09-14 00:00:00
0.75,0,0,0,0,0,2019-09-15 00:00:00
0.679999999999993,0,0,0,1,0,2019-09-16 00:00:00
2.11,0,0,0,1,0,2019-09-17 00:00:00
2.21000000000001,0,0,0,1,0,2019-09-18 00:00:00
2.34999999999999,0,0,0,1,0,2019-09-19 00:00:00
2.40000000000001,0,0,0,1,0,2019-09-20 00:00:00
2.39999999999999,0,0,0,0,0,2019-09-21 00:00:00
0.700000000000003,0,0,0,0,0,2019-09-22 00:00:00
0.640000000000001,0,0,0,1,0,2019-09-23 00:00:00
2.58,0,0,0,1,0,2019-09-24 00:00:00
2.73,0,0,0,1,0,2019-09-25 00:00:00
2.67,0,0,0,1,0,2019-09-26 00:00:00
3.69999999999999,0,0,0,1,0,2019-09-27 00:00:00
3.10000000000001,0,0,0,0,0,2019-09-28 00:00:00
0.810000000000002,0,0,0,0,0,2019-09-29 00:00:00
0.780000000000001,0,0,0,1,0,2019-09-30 00:00:00
3.19999999999999,0,0,0,1,0,2019-10-01 00:00:00
2.35000000000001,0,0,0,1,0,2019-10-02 00:00:00
