Value,isCovid,isHoliday,isChristmas,isWeekday,isSummer,Date
28.72,0,0,0,1,0,2019-11-08 00:00:00
45.61,0,0,0,0,0,2019-11-09 00:00:00
41.14,0,0,0,0,0,2019-11-10 00:00:00
42.7,0,0,0,1,0,2019-11-11 00:00:00
46.73,0,0,0,1,0,2019-11-12 00:00:00
43.13,0,0,0,1,0,2019-11-13 00:00:00
43.03,0,0,0,1,0,2019-11-14 00:00:00
43.48,0,0,0,1,0,2019-11-15 00:00:00
42.2,0,0,0,0,0,2019-11-16 00:00:00
45.08,0,0,0,0,0,2019-11-17 00:00:00
57.12,0,0,0,1,0,2019-11-18 00:00:00
54.39,0,0,0,1,0,2019-11-19 00:00:00
54.2099999999999,0,0,0,1,0,2019-11-20 00:00:00
50.73,0,0,0,1,0,2019-11-21 00:00:00
52.09,0,0,0,1,0,2019-11-22 00:00:00
51.9,0,0,0,0,0,2019-11-23 00:00:00
47.0,0,0,0,0,0,2019-11-24 00:00:00
41.0700000000001,0,0,0,1,0,2019-11-25 00:00:00
39.52,0,0,0,1,0,2019-11-26 00:00:00
40.05,0,0,0,1,0,2019-11-27 00:00:00
40.03,0,0,0,1,0,2019-11-28 00:00:00
39.8900000000001,0,0,0,1,0,2019-11-29 00:00:00
40.2899999999999,0,0,0,0,0,2019-11-30 00:00:00
38.5700000000002,0,0,1,0,0,2019-12-01 00:00:00
38.6799999999998,0,0,1,1,0,2019-12-02 00:00:00
40.9100000000001,0,0,1,1,0,2019-12-03 00:00:00
40.73,0,0,1,1,0,2019-12-04 00:00:00
55.79,0,0,1,1,0,2019-12-05 00:00:00
73.1700000000001,0,0,1,1,0,2019-12-06 00:00:00
72.5899999999999,0,0,1,0,0,2019-12-07 00:00:00
69.49,0,0,1,0,0,2019-12-08 00:00:00
68.9000000000001,0,0,1,1,0,2019-12-09 00:00:00
70.55,0,0,1,1,0,2019-12-10 00:00:00
70.6500000000001,0,0,1,1,0,2019-12-11 00:00:00
71.2099999999998,0,0,1,1,0,2019-12-12 00:00:00
71.23,0,0,1,1,0,2019-12-13 00:00:00
71.0700000000002,0,0,1,0,0,2019-12-14 00:00:00
71.04,0,0,1,0,0,2019-12-15 00:00:00
70.45,0,0,1,1,0,2019-12-16 00:00:00
47.6400000000001,0,0,1,1,0,2019-12-17 00:00:00
31.1499999999996,0,0,1,1,0,2019-12-18 00:00:00
30.8700000000003,0,0,1,1,0,2019-12-19 00:00:00
26.7199999999998,0,0,1,1,0,2019-12-20 00:00:00
26.1900000000001,0,0,1,0,0,2019-12-21 00:00:00
24.2599999999998,0,0,1,0,0,2019-12-22 00:00:00
24.6700000000001,0,0,1,1,0,2019-12-23 00:00:00
25.5300000000002,0,0,1,1,0,2019-12-24 00:00:00
24.8800000000001,0,1,1,1,0,2019-12-25 00:00:00
25.2799999999997,0,1,1,1,0,2019-12-26 00:00:00
25.3499999999999,0,0,1,1,0,2019-12-27 00:00:00
26.4000000000001,0,0,1,0,0,2019-12-28 00:00:00
25.6800000000003,0,0,1,0,0,2019-12-29 00:00:00
26.5999999999999,0,0,1,1,0,2019-12-30 00:00:00
27.9000000000001,0,0,1,1,0,2019-12-31 00:00:00
26.3399999999997,0,1,1,1,0,2020-01-01 00:00:00
26.6700000000001,0,0,1,1,0,2020-01-02 00:00:00
26.3499999999999,0,0,1,1,0,2020-01-03 00:00:00
26.3400000000001,0,0,1,0,0,2020-01-04 00:00:00
25.8200000000002,0,0,1,0,0,2020-01-05 00:00:00
26.75,0,1,1,1,0,2020-01-06 00:00:00
26.1099999999997,0,0,1,1,0,2020-01-07 00:00:00
26.2800000000002,0,0,0,1,0,2020-01-08 00:00:00
